Unnamed: 0,address,stETH,wstETH,total,label,type,protocol_type,total_token_share,reaction_time,distribution
1653,0x76cd99e315fc6fffc4478f9c273bf359f4ee901d,0.1173278126656212,20.161769795128567,20.27909760779419,,Private,,0.000225413050759,3,Original
1654,0xfd19add39699d31b2c363f751e064289b0bea212,0.1173278126656212,20.160018592391467,20.277346405057088,,Private,,0.000225393585201,3,Original
1655,0xa87cf5a471815b89ffca5f1198a89384dba5c882,0.1173278126656212,20.147497154697486,20.264824967363108,,Contract,Other,0.0002252544027026,4,Original
1656,0x7e2054303583c76fe47557bb468463f8daa34cd6,0.1173278126656212,20.05467415794965,20.172001970615277,,Private,,0.0002242226252891,3,Original
1657,0x97ce001e3bffb9079682bf92b44da3d8b5fb172f,0.1173278126656212,20.005280474919093,20.122608287584715,,Contract,Other,0.0002236735879998,4,Original
1658,0x6aade417ac3795ee64fae612655b551760cf2512,0.1173278126656212,19.877961828191367,19.99528964085699,,No label,No label,0.000222258372928,3,Original
1659,0x8a6d30515af22cd4232707f95e5d3816f8e4efbe,0.1173278126656212,19.85761673574765,19.97494454841328,,Private,,0.0002220322263092,3,Original
1660,0x416111885713ca058a4c3cc664e0358cade316fe,0.1173278126656212,19.83858978248968,19.955917595155302,,No label,No label,0.0002218207315147,3,Original
1661,0xf84ec13395f142412ae7fc7695fdc3ff79afb2a2,0.1173278126656212,19.81271476462189,19.93004257728752,,Private,,0.0002215331168078,3,Original
1662,0xf6b63697dbea019622dd7b5225c56d214c4daded,0.1173278126656212,19.774904581314104,19.892232393979725,,No label,No label,0.0002211128363331,3,Original
1663,0x02dedf54f8dd2a86f1871de4cea0b9a89a5c848d,0.1173278126656212,19.61076412023386,19.72809193289948,,No label,No label,0.0002192883270378,3,Original
1664,0x7e588811f1468d5e02d6c57fcf1072e3f334dbdb,0.1173278126656212,19.60576190684201,19.72308971950763,,No label,No label,0.000219232724752,3,Original
1665,0xc9c18a1d946d233ace6e61c61a42b9499b389206,0.1173278126656212,19.3436829493674,19.46101076203302,,No label,No label,0.0002163195765199,3,Original
